id,parte,modulo_numero,modulo_titulo,numero,dificuldade,enunciado,codigo_placa,alternativa_correta,comentario,incorreta_1,incorreta_2,incorreta_3,fonte
p1-m1-q292,1,1,"Placas, Cores e Caminhos",292,facil,O que significam as setas pintadas no pavimento?,,Indicam o sentido ou obrigatoriedade de direção.,As setas são orientações de direção obrigatória ou recomendada.,Enfeitam o pavimento.,Mostram que a via é de pedágio.,Avisam sobre obras próximas.,/Users/lucianodiisouza/Documents/projects/autocurso-2000/Banco Nacional de Questões.pdf
p1-m1-q293,1,1,"Placas, Cores e Caminhos",293,facil,O que indica a marcação de canalização (faixas em “V” ou diagonais)?,,Área proibida para tráfego de veículos.,Canalizações organizam fluxos e devem ser respeitadas como áreas não transitáveis.,Local seguro para estacionar.,Faixa de ultrapassagem.,Trecho de conversão.,/Users/lucianodiisouza/Documents/projects/autocurso-2000/Banco Nacional de Questões.pdf
p1-m1-q294,1,1,"Placas, Cores e Caminhos",294,facil,Por que o condutor deve evitar circular sobre as marcas de canalização?,,Porque são áreas de separação de fluxos e não de circulação.,Essas marcas delimitam espaços sem circulação — ignorá-las é infração.,Porque podem danificar os pneus.,Porque reduzem o atrito.,Porque indicam locais de estacionamento.,/Users/lucianodiisouza/Documents/projects/autocurso-2000/Banco Nacional de Questões.pdf
p1-m1-q295,1,1,"Placas, Cores e Caminhos",295,facil,O que a linha de bordo amarela pode indicar?,,Proibição de parada e estacionamento.,Linha amarela no bordo da via sinaliza proibição de parada.,Local de ultrapassagem permitida.,Zona escolar.,Faixa de ônibus.,/Users/lucianodiisouza/Documents/projects/autocurso-2000/Banco Nacional de Questões.pdf
p1-m1-q296,1,1,"Placas, Cores e Caminhos",296,facil,"O que o condutor pode fazer ao perceber uma faixa contínua amarela se transformando
em tracejada?",,"A partir dali, a ultrapassagem passa a ser permitida.",A linha tracejada sinaliza início de trecho onde a ultrapassagem é possível.,A ultrapassagem continua proibida.,É área escolar.,Deve estacionar o veículo.,/Users/lucianodiisouza/Documents/projects/autocurso-2000/Banco Nacional de Questões.pdf
p1-m1-q297,1,1,"Placas, Cores e Caminhos",297,facil,"Em uma curva, por que costuma haver linha contínua?",,Porque a visibilidade é reduzida e éproibido ultrapassar.,Linha contínua reforça o perigo de ultrapassar em locais sem visibilidade.,Porque é uma área de estacionamento.,Porque facilita ultrapassar rápido.,Porque não há necessidade de sinalização.,/Users/lucianodiisouza/Documents/projects/autocurso-2000/Banco Nacional de Questões.pdf
p1-m1-q298,1,1,"Placas, Cores e Caminhos",298,intermediario,"Ao ver placa com pictograma em forma de Y, o que isso significa?",A-9,Divisão de pistas — escolha o sentido antes do ponto.,"O formato em Y alerta sobre divisão de fluxo, e o motorista deve escolher o sentido correto.",Retorno obrigatório.,Local de ultrapassagem.,Área de estacionamento.,/Users/lucianodiisouza/Documents/projects/autocurso-2000/Banco Nacional de Questões.pdf
p1-m1-q299,1,1,"Placas, Cores e Caminhos",299,facil,O que o condutor deve fazer ao se aproximar de uma área zebrada entre faixas?,,Evitar circular ou parar sobre a área zebrada.,A zebrada é área de separação de fluxos e não deve ser ocupada.,Aproveitar para ultrapassar.,Usar para conversão rápida.,Estacionar brevemente.,/Users/lucianodiisouza/Documents/projects/autocurso-2000/Banco Nacional de Questões.pdf
p1-m1-q300,1,1,"Placas, Cores e Caminhos",300,intermediario,Por que as linhas horizontais ajudam a fluidez do trânsito?,,Porque orientam condutores e reduzem dúvidas sobre posicionamento e manobras.,A sinalização horizontal mantém o fluxo ordenado e previsível.,Porque substituem os semáforos.,Porque permitem estacionar onde quiser.,Porque reduzem o limite de velocidade.,/Users/lucianodiisouza/Documents/projects/autocurso-2000/Banco Nacional de Questões.pdf
p1-m1-q301,1,1,"Placas, Cores e Caminhos",301,intermediario,"Ao transitar em pista com setas de conversão à esquerda e em frente, o que o
motorista pode fazer?",,Escolher entre seguir em frente ou virar à esquerda.,"As setas informam as direções permitidas, e o condutor deve se posicionar conforme a intenção.",Fazer retorno no local.,Estacionar para esperar.,Virar à direita.,/Users/lucianodiisouza/Documents/projects/autocurso-2000/Banco Nacional de Questões.pdf
p1-m1-q302,1,1,"Placas, Cores e Caminhos",302,intermediario,"Se uma faixa exclusiva de ônibus é delimitada por linha contínua, o que isso
indica?",,É proibido transitar ou cruzar a faixa.,Linha contínua indica proibição total de cruzar a faixa exclusiva.,Pode cruzar rapidamente.,Pode estacionar brevemente.,Pode usar para conversão.,/Users/lucianodiisouza/Documents/projects/autocurso-2000/Banco Nacional de Questões.pdf
p1-m1-q303,1,1,"Placas, Cores e Caminhos",303,intermediario,"O que o condutor deve fazer ao ver setas de convergência (duas setas
unindo-se)?",,Reduzir e preparar-se para junção de faixas.,Setas de convergência alertam para redução e atenção à fusão de tráfego.,Acelerar para passar primeiro.,Parar no meio da pista.,Mudar de sentido.,/Users/lucianodiisouza/Documents/projects/autocurso-2000/Banco Nacional de Questões.pdf
p1-m1-q304,1,1,"Placas, Cores e Caminhos",304,intermediario,"Se o motorista encontra faixas de pedestres em série, o que isso indica?",,"Zona com travessia frequente, exigindo atenção constante.",A repetição de faixas sinaliza alto fluxo de pedestres — atenção redobrada.,Local de estacionamento.,Área de carga e descarga.,Cruzamento preferencial.,/Users/lucianodiisouza/Documents/projects/autocurso-2000/Banco Nacional de Questões.pdf
p1-m1-q305,1,1,"Placas, Cores e Caminhos",305,intermediario,"Em vias com setas de retorno pintadas no solo, o que deve fazer o motorista?",,Fazer o retorno apenas naquele ponto indicado.,"As setas delimitam o ponto autorizado para retorno, garantindo segurança.",Fazer o retorno onde preferir.,Ignorar a seta.,Fazer ultrapassagem.,/Users/lucianodiisouza/Documents/projects/autocurso-2000/Banco Nacional de Questões.pdf
p1-m1-q306,1,1,"Placas, Cores e Caminhos",306,intermediario,"Qual o comportamento correto ao aproximar-se de linhas duplas, sendo uma
contínua e outra tracejada?",,Apenas o lado da linha tracejada pode ultrapassar.,"O lado tracejado indica onde é permitido ultrapassar — o contínuo, não.",A ultrapassagem é proibida para ambos.,Os dois lados podem ultrapassar.,É faixa de pedestres.,/Users/lucianodiisouza/Documents/projects/autocurso-2000/Banco Nacional de Questões.pdf
p1-m1-q307,1,1,"Placas, Cores e Caminhos",307,intermediario,O que a linha de canalização entre faixas de conversão representa?,,Espaço que separa fluxos diferentes e não pode ser ocupado.,Canalização organiza o fluxo e proíbe circulação sobre ela.,Local de ultrapassagem.,Trecho de estacionamento.,Área de pedágio.,/Users/lucianodiisouza/Documents/projects/autocurso-2000/Banco Nacional de Questões.pdf
p1-m1-q308,1,1,"Placas, Cores e Caminhos",308,intermediario,Por que a linha de bordo é importante em vias estreitas?,,Ajuda o condutor a manter o veículo corretamente posicionado na pista.,"Linha de bordo auxilia o posicionamento seguro, principalmente à noite.",Serve apenas para ciclistas.,Indica local de pedágio.,Substitui a iluminação pública.,/Users/lucianodiisouza/Documents/projects/autocurso-2000/Banco Nacional de Questões.pdf
p1-m1-q309,1,1,"Placas, Cores e Caminhos",309,intermediario,"O que o condutor deve evitar fazer em uma interseção com marcas de
cruzamento pintadas em X?",,Parar sobre a área demarcada.,Essas marcas indicam área de não bloqueio — o veículo não deve parar sobre o X.,Aguardar para avançar.,Entrar mesmo com o cruzamento cheio.,Avançar o sinal vermelho.,/Users/lucianodiisouza/Documents/projects/autocurso-2000/Banco Nacional de Questões.pdf
p1-m1-q310,1,1,"Placas, Cores e Caminhos",310,dificil,Por que a sinalização horizontal é considerada um complemento vital da vertical?,,Porque reforça mensagens diretamente no campo de visão do condutor.,"As duas trabalham em conjunto — a vertical informa, a horizontal reforça visualmente.",Porque substitui todas as placas.,Porque é opcional em rodovias.,Porque só serve de enfeite.,/Users/lucianodiisouza/Documents/projects/autocurso-2000/Banco Nacional de Questões.pdf
p1-m1-q311,1,1,"Placas, Cores e Caminhos",311,dificil,"Como o condutor deve agir em uma via onde há marcações de canalização danificadas
ou apagadas?",,"Redobrar a atenção e seguir o fluxo, sem invadir áreas incertas.","Mesmo com sinalização apagada, o motorista deve agir com cautela e prever limites de
circulação.",Ignorar completamente a sinalização.,Usar o acostamento.,Seguir os outros veículos cegamente.,/Users/lucianodiisouza/Documents/projects/autocurso-2000/Banco Nacional de Questões.pdf
p1-m1-q312,1,1,"Placas, Cores e Caminhos",312,dificil,Por que as linhas seccionadas são mais usadas em retas do que em curvas?,,Porque nas retas há visibilidade suficiente para ultrapassagem segura.,"Nas curvas, a visibilidade reduzida exige linha contínua — nas retas, a tracejada é segura.",Porque nas curvas é mais bonito.,Porque são mais fáceis de pintar.,Porque reduzem custos.,/Users/lucianodiisouza/Documents/projects/autocurso-2000/Banco Nacional de Questões.pdf
p1-m1-q313,1,1,"Placas, Cores e Caminhos",313,facil,As placas de indicação servem principalmente para:,,"Informar direções, destinos e serviços disponíveis.",Placas de indicação têm função informativa e orientadora.,Proibir manobras perigosas.,Alertar sobre riscos na pista.,Indicar infrações de trânsito.,/Users/lucianodiisouza/Documents/projects/autocurso-2000/Banco Nacional de Questões.pdf
p1-m1-q314,1,1,"Placas, Cores e Caminhos",314,dificil,Qual é a cor predominante das placas de indicação de destinos e direções em rodovias?,,Verde.,"Placas verdes orientam sobre cidades, distâncias e direções.",Vermelha.,Amarela.,Azul.,/Users/lucianodiisouza/Documents/projects/autocurso-2000/Banco Nacional de Questões.pdf
p1-m1-q315,1,1,"Placas, Cores e Caminhos",315,facil,"Em área urbana, uma placa azul com o símbolo de uma cruz vermelha indica:",SAU-10,A presença de um serviço de saúde nas proximidades.,"Placas azuis identificam serviços públicos, como hospitais.",Que é proibido estacionar.,Que há escola por perto.,Um ponto turístico.,/Users/lucianodiisouza/Documents/projects/autocurso-2000/Banco Nacional de Questões.pdf
p1-m1-q316,1,1,"Placas, Cores e Caminhos",316,facil,Uma placa marrom com o símbolo de uma cachoeira indica:,TNA-05,Um atrativo turístico ou ponto de interesse.,Placas marrons têm função turística.,Um risco de inundação.,A presença de obras na via.,Um serviço de emergência.,/Users/lucianodiisouza/Documents/projects/autocurso-2000/Banco Nacional de Questões.pdf
p1-m1-q317,1,1,"Placas, Cores e Caminhos",317,facil,O que o motorista entende ao ver uma placa azul com o símbolo de um telefone?,SAU-06,Há telefone público disponível.,Placas azuis informam serviços úteis.,É obrigatório ligar para o Detran.,A via tem pedágio.,Há um posto de gasolina.,/Users/lucianodiisouza/Documents/projects/autocurso-2000/Banco Nacional de Questões.pdf
p1-m1-q318,1,1,"Placas, Cores e Caminhos",318,facil,As placas brancas de indicação são usadas para:,,Informar nomes de ruas ou bairros.,Placas de fundo branco identificam locais e vias.,Proibir estacionamento.,Alertar sobre curvas.,Informar velocidades máximas.,/Users/lucianodiisouza/Documents/projects/autocurso-2000/Banco Nacional de Questões.pdf
p1-m1-q319,1,1,"Placas, Cores e Caminhos",319,facil,O que o motorista deve fazer ao ver uma placa verde indicando “Saída 500 m”?,,Reduzir gradualmente e preparar-se para sair da rodovia.,Essa placa antecipa a aproximação de uma saída.,Parar no acostamento.,Acelerar para não perder a saída.,Ignorar se o destino for próximo.,/Users/lucianodiisouza/Documents/projects/autocurso-2000/Banco Nacional de Questões.pdf
p1-m1-q320,1,1,"Placas, Cores e Caminhos",320,facil,Uma placa azul com o símbolo de uma colher e garfo indica:,SAU-12,Restaurante ou lanchonete próxima.,Símbolo de alimentação disponível.,Proibição de parar.,Área de carga e descarga.,Serviço mecânico.,/Users/lucianodiisouza/Documents/projects/autocurso-2000/Banco Nacional de Questões.pdf
p1-m1-q321,1,1,"Placas, Cores e Caminhos",321,facil,Qual é a principal diferença entre uma placa de regulamentação e uma de indicação?,,A de regulamentação impõe regras; a de indicação apenas informa.,Placas de regulamentação são obrigatórias; as de indicação orientam.,A de indicação tem formato redondo.,A de regulamentação é opcional.,A de indicação é sempre marrom.,/Users/lucianodiisouza/Documents/projects/autocurso-2000/Banco Nacional de Questões.pdf
p1-m1-q322,1,1,"Placas, Cores e Caminhos",322,facil,O que o motorista entende ao ver uma placa azul com o símbolo de uma cama?,SAU-13,Indica um local com hospedagem disponível.,"Símbolo de hospedagem, útil em longas viagens.",Indica área de descanso obrigatória.,Indica hospital.,Indica ponto de ônibus.,/Users/lucianodiisouza/Documents/projects/autocurso-2000/Banco Nacional de Questões.pdf
p1-m1-q323,1,1,"Placas, Cores e Caminhos",323,facil,As placas de indicação também podem mostrar:,,A distância em quilômetros até cidades próximas.,Informam distâncias e destinos.,O limite de velocidade.,O tipo de solo da pista.,O horário de funcionamento de pedágios.,/Users/lucianodiisouza/Documents/projects/autocurso-2000/Banco Nacional de Questões.pdf
p1-m1-q324,1,1,"Placas, Cores e Caminhos",324,facil,"Em uma rodovia, a placa verde “Retorno a 2 km” informa:",,A distância até o local onde é permitido retornar.,Sinaliza o ponto autorizado para retorno.,Que é proibido retornar.,Que há um pedágio em 2 km.,Que o trânsito é mão única.,/Users/lucianodiisouza/Documents/projects/autocurso-2000/Banco Nacional de Questões.pdf
p1-m1-q325,1,1,"Placas, Cores e Caminhos",325,intermediario,"Por que é importante que o motorista saiba identificar placas de indicação
rapidamente?",,Porque ajudam na tomada de decisões sem distrações perigosas.,A leitura rápida evita decisões de última hora.,Porque evitam multas.,Porque substituem os mapas digitais.,Porque reduzem o consumo de combustível.,/Users/lucianodiisouza/Documents/projects/autocurso-2000/Banco Nacional de Questões.pdf
p1-m1-q326,1,1,"Placas, Cores e Caminhos",326,intermediario,Uma placa azul com símbolo de uma cruz vermelha representa:,SAU-10,Serviço médico ou pronto-atendimento.,A cruz vermelha simboliza atendimento médico.,Local religioso.,Cemitério.,Proibição de parar.,/Users/lucianodiisouza/Documents/projects/autocurso-2000/Banco Nacional de Questões.pdf
p1-m1-q327,1,1,"Placas, Cores e Caminhos",327,intermediario,O que significa uma placa verde indicando “Desvio” com seta direcional?,,Um caminho alternativo temporário.,Indica rotas alternativas durante bloqueios.,Que é proibido seguir em frente.,Que há hospital.,Que é um acesso a estacionamento.,/Users/lucianodiisouza/Documents/projects/autocurso-2000/Banco Nacional de Questões.pdf
p1-m1-q328,1,1,"Placas, Cores e Caminhos",328,intermediario,Uma placa azul com o símbolo de uma bomba de combustível informa:,SAU-09,A presença de posto de abastecimento adiante.,Informa posto de combustível próximo.,Que é proibido abastecer.,Que há mecânica de emergência.,Que a via termina.,/Users/lucianodiisouza/Documents/projects/autocurso-2000/Banco Nacional de Questões.pdf
p1-m1-q329,1,1,"Placas, Cores e Caminhos",329,intermediario,Por que as placas de indicação de serviços têm fundo azul?,,Porque o azul é associado à informação e tranquilidade.,O azul facilita leitura e transmite segurança.,Porque é mais visível à noite.,Porque é a cor usada em obras.,Porque diferencia pedágios.,/Users/lucianodiisouza/Documents/projects/autocurso-2000/Banco Nacional de Questões.pdf
p1-m1-q330,1,1,"Placas, Cores e Caminhos",330,dificil,Como as placas de indicação contribuem para a segurança viária?,,"Evita paradas indevidas e decisões de última hora, guiando o fluxo de forma previsível.",Orientam o condutor e reduzem manobras bruscas.,Reduzem o número de pedestres.,Substituem o trabalho de agentes.,Eliminam semáforos.,/Users/lucianodiisouza/Documents/projects/autocurso-2000/Banco Nacional de Questões.pdf
p1-m1-q331,1,1,"Placas, Cores e Caminhos",331,facil,"Em uma viagem, João vê uma placa azul com símbolo de um telefone. O que essa placa
comunica?",SAU-06,Existe telefone público disponível adiante,Placas azuis informam serviços ao usuário.,Existe radar próximo,A área é escolar,É proibido parar,/Users/lucianodiisouza/Documents/projects/autocurso-2000/Banco Nacional de Questões.pdf
p1-m1-q332,1,1,"Placas, Cores e Caminhos",332,facil,"Ao observar uma placa azul com colher e garfo, o que Maria deve entender?",SAU-12,Há restaurante ou alimentação próxima,Símbolo de alimentação é padrão nas placas azuis.,É área de risco animal,A via está escorregadia,Há pedágio à frente,/Users/lucianodiisouza/Documents/projects/autocurso-2000/Banco Nacional de Questões.pdf
p1-m1-q333,1,1,"Placas, Cores e Caminhos",333,facil,Paulo observa uma placa verde com distâncias para duas cidades. O que ela indica?,,Direções e distâncias até destinos distintos,Placas verdes orientam rotas e distâncias.,Restrição de veículos pesados,Fiscalização eletrônica no trecho,Interdição completa da via,/Users/lucianodiisouza/Documents/projects/autocurso-2000/Banco Nacional de Questões.pdf
p1-m1-q334,1,1,"Placas, Cores e Caminhos",334,facil,"Laura vê uma placa azul com o símbolo de uma bomba de combuistível. Qual a
mensagem?",SAU-09,Posto de combustível à frente,Placas de serviços mostram abastecimento disponível.,Sentido obrigatório à direita,Perigo de pista irregular,Ciclovia ao lado,/Users/lucianodiisouza/Documents/projects/autocurso-2000/Banco Nacional de Questões.pdf
p1-m1-q335,1,1,"Placas, Cores e Caminhos",335,facil,Lucas encontra uma placa branca com o nome da via. O que ela representa?,,Identificação da rua ou avenida,Placas brancas servem para identificar logradouros.,Proibição de tráfego de caminhões,Advertência de ponte móvel,Área de travessia escolar,/Users/lucianodiisouza/Documents/projects/autocurso-2000/Banco Nacional de Questões.pdf
p1-m1-q336,1,1,"Placas, Cores e Caminhos",336,facil,Gustavo vê uma placa marrom indicando “Cachoeira Véu da Noiva”. O que isso significa?,,Atrativo turístico adiante,Placas marrons indicam pontos turísticos.,Pista em obras,Risco de quedas de barreira,Sentido único obrigatório,/Users/lucianodiisouza/Documents/projects/autocurso-2000/Banco Nacional de Questões.pdf
p1-m1-q337,1,1,"Placas, Cores e Caminhos",337,facil,Joana vê placa azul com símbolo de hotel. O que isso indica?,SAU-13,Disponibilidade de hospedagem,Placas azuis informam serviços auxiliares.,Zona de pedágio,Área de risco de deslizamento,Fiscalização por radar,/Users/lucianodiisouza/Documents/projects/autocurso-2000/Banco Nacional de Questões.pdf
p1-m1-q338,1,1,"Placas, Cores e Caminhos",338,facil,Sara encontra placa azul com símbolo de ônibus. O que isso significa?,SAU-26,Área com rodoviária ou ponto de ônibus,Placa azul informa serviços públicos.,Via exclusiva de carga,Estrada perigosa,Radar móvel adiante,/Users/lucianodiisouza/Documents/projects/autocurso-2000/Banco Nacional de Questões.pdf
p1-m1-q339,1,1,"Placas, Cores e Caminhos",339,facil,Marcos vê placa azul com símbolo de pneu. O que ela indica?,SAU-08,Borracharia próxima,Placa azul indica serviços ao motorista.,Presença de ciclistas,Restrição de ultrapassagem,Velocidade mínima obrigatória,/Users/lucianodiisouza/Documents/projects/autocurso-2000/Banco Nacional de Questões.pdf
p1-m1-q340,1,1,"Placas, Cores e Caminhos",340,facil,Diego vê placa marrom com símbolo de museu. Que informação recebe?,THC-05,Local turístico ou cultural,Placas marrons comunicam turismo.,Velocidade reduzida,Ponte móvel adiante,Pista escorregadia,/Users/lucianodiisouza/Documents/projects/autocurso-2000/Banco Nacional de Questões.pdf
p1-m1-q341,1,1,"Placas, Cores e Caminhos",341,intermediario,"Cléo encontra placa branca educativa “Reduza – Área Escolar”. Qual sua
função?",,Conscientizar sobre velocidade em trecho sensível,Placas brancas reforçam comportamentos seguros.,Proibir ultrapassagens,Impor parada obrigatória,Indicar rotatória próxima,/Users/lucianodiisouza/Documents/projects/autocurso-2000/Banco Nacional de Questões.pdf
p1-m1-q342,1,1,"Placas, Cores e Caminhos",342,intermediario,Rafael vê placa azul anunciando “Polícia Rodoviária – 2 km”. O que isso indica?,,Posto de fiscalização adiante,Placas azuis podem indicar postos de fiscalização.,Cruzamento perigoso,Bifurcação em T,Pista irregular,/Users/lucianodiisouza/Documents/projects/autocurso-2000/Banco Nacional de Questões.pdf
p1-m1-q343,1,1,"Placas, Cores e Caminhos",343,intermediario,Júlia encontra placa verde com símbolo de aeroporto. Isso representa:,SAU-21,Acesso ao aeroporto próximo,Placas verdes orientam destinos de grande importância.,Risco de aeronave baixa,Proibição de parada,Advertência de aclive,/Users/lucianodiisouza/Documents/projects/autocurso-2000/Banco Nacional de Questões.pdf
p1-m1-q344,1,1,"Placas, Cores e Caminhos",344,intermediario,Bruno vê placa azul com símbolo de cadeira de rodas. O que significa?,DEF-01,Local acessível a pessoas com deficiência,A placa indica acessibilidade.,Área proibida para pedestres,Velocidade mínima obrigatória,Pista com obras,/Users/lucianodiisouza/Documents/projects/autocurso-2000/Banco Nacional de Questões.pdf
p1-m1-q345,1,1,"Placas, Cores e Caminhos",345,intermediario,Helena observa placa azul com símbolo de pedágio. O que ela comunica?,SAU-18,Existência de praça de pedágio adiante,Serviços de fiscalização são indicados em azul.,Cruzamento perigoso,Ponte estreita,Área escolar,/Users/lucianodiisouza/Documents/projects/autocurso-2000/Banco Nacional de Questões.pdf
p1-m1-q346,1,1,"Placas, Cores e Caminhos",346,dificil,"Tereza encontra placa verde listando diversas cidades com distâncias. O que isso
comunica?",,Sequência organizada de destinos ao longo da rodovia,Placas verdes orientam trajetos de longo alcance.,Limite de velocidade múltiplo,Proibição de trânsito pesado,Pista em obras,/Users/lucianodiisouza/Documents/projects/autocurso-2000/Banco Nacional de Questões.pdf
p1-m1-q347,1,1,"Placas, Cores e Caminhos",347,dificil,André vê placa azul com informação de “balança de pesagem”. O que ela indica?,,Posto de pesagem obrigatório para veículos de carga,Placas de serviços indicam pontos de controle rodoviário.,Travessia de pedestres,Sentido único,Pista estreita,/Users/lucianodiisouza/Documents/projects/autocurso-2000/Banco Nacional de Questões.pdf
p1-m1-q348,1,1,"Placas, Cores e Caminhos",348,dificil,Márcia vê placa branca educativa “Use o Cinto – Salve Vidas”. Qual a função dela?,,Conscientizar sobre comportamento seguro,Placas educativas reforçam mensagens de segurança.,Proibir veículos grandes,Indicar estacionamento obrigatório,Alertar sobre curva acentuada,/Users/lucianodiisouza/Documents/projects/autocurso-2000/Banco Nacional de Questões.pdf
p1-m1-q349,1,1,"Placas, Cores e Caminhos",349,dificil,"Um motorista vê placa marrom com símbolo de patrimônio natural. O que isso
representa?",TNA-06,Atrativo ambiental ou paisagístico,Placas turísticas divulgam lugares naturais.,Proibição de ultrapassagem,Via com obras,Risco de queda de barreira,/Users/lucianodiisouza/Documents/projects/autocurso-2000/Banco Nacional de Questões.pdf
p1-m1-q350,1,1,"Placas, Cores e Caminhos",350,dificil,Jonas encontra placa verde com indicação de “Retorno 1 km”. O que isso informa?,,"Ponto de retorno próximo, permitindo manobras seguras",Placas verdes ajudam na organização da navegação.,Proibição de retorno,Risco de desmoronamento,Desvio temporário,/Users/lucianodiisouza/Documents/projects/autocurso-2000/Banco Nacional de Questões.pdf
p1-m1-q351,1,1,"Placas, Cores e Caminhos",351,facil,O que a cor azul das placas de indicação representa?,,Informações úteis ao motorista,O azul sinaliza serviços e informações gerais.,Riscos na pista,Regras obrigatórias,Situações emergenciais,/Users/lucianodiisouza/Documents/projects/autocurso-2000/Banco Nacional de Questões.pdf
p1-m1-q352,1,1,"Placas, Cores e Caminhos",352,facil,Qual é a principal função das placas verdes?,,Orientar destinos e direções,São o “GPS visual” das rodovias.,Alertar sobre riscos,Imposição de regras,Indicar escolas,/Users/lucianodiisouza/Documents/projects/autocurso-2000/Banco Nacional de Questões.pdf
p1-m1-q353,1,1,"Placas, Cores e Caminhos",353,facil,Placas marrons servem para indicar o quê?,,Atrações turísticas e culturais,Marrons remetem ao turismo.,Áreas escolares,Proibições severas,Faixas exclusivas,/Users/lucianodiisouza/Documents/projects/autocurso-2000/Banco Nacional de Questões.pdf
p1-m1-q354,1,1,"Placas, Cores e Caminhos",354,facil,Qual é o papel das placas brancas dentro das placas de indicação?,,Reforçar mensagens educativas,São placas educativas de conscientização.,Informar sobre pedágios,Alertar perigo,Indicar oficinas,/Users/lucianodiisouza/Documents/projects/autocurso-2000/Banco Nacional de Questões.pdf
p1-m1-q355,1,1,"Placas, Cores e Caminhos",355,facil,Uma placa azul com símbolo de ônibus indica:,SAU-26,Terminal ou ponto de transporte,Azul também marca serviços ao usuário.,Proibição de ônibus,Área perigosa,Trânsito lento,/Users/lucianodiisouza/Documents/projects/autocurso-2000/Banco Nacional de Questões.pdf
p1-m1-q356,1,1,"Placas, Cores e Caminhos",356,facil,Uma placa azul com símbolo de pneu indica:,SAU-08,Borracharia,Serviços ao motorista são mostrados em azul.,Restrição de tráfego,Radar,Curva perigosa,/Users/lucianodiisouza/Documents/projects/autocurso-2000/Banco Nacional de Questões.pdf
p1-m1-q357,1,1,"Placas, Cores e Caminhos",357,facil,Uma placa marrom com símbolo de árvores indica:,TAR-03,Parque urbano,Marrons indicam turismo e natureza.,Área escolar,Perigo,Desvio,/Users/lucianodiisouza/Documents/projects/autocurso-2000/Banco Nacional de Questões.pdf
p1-m1-q358,1,1,"Placas, Cores e Caminhos",358,intermediario,Pedro avista placa verde indicando duas cidades e “200 m”. O que isso sinaliza?,,Distância até o ponto de decisão da bifurcação,Placas verdes podem antecipar trechos de decisão.,Curva fechada,Velocidade máxima,Área escolar,/Users/lucianodiisouza/Documents/projects/autocurso-2000/Banco Nacional de Questões.pdf
p1-m1-q359,1,1,"Placas, Cores e Caminhos",359,intermediario,Qual a diferença entre placas azuis e verdes dentro da categoria de indicação?,,Azuis informam serviços; verdes orientam trajetos,Cada cor possui finalidade própria.,Verdes alertam perigo; azuis impõem regras,Azuis indicam proibições; verdes são temporárias,Nenhuma,/Users/lucianodiisouza/Documents/projects/autocurso-2000/Banco Nacional de Questões.pdf
p1-m1-q360,1,1,"Placas, Cores e Caminhos",360,intermediario,Uma placa azul com símbolo de cruz vermelha indica:,SAU-10,Pronto Socorro,Serviços médicos são indicados em azul.,Igreja,Radares,Curva perigosa,/Users/lucianodiisouza/Documents/projects/autocurso-2000/Banco Nacional de Questões.pdf
p1-m1-q361,1,1,"Placas, Cores e Caminhos",361,intermediario,"Em uma rodovia, Carla vê placa marrom com um símbolo de livro aberto e seta.
O que isso comunica?",THC-11,Direção para biblioteca,Placas verdes podem orientar destinos de serviços.,Área de risco,Redução obrigatória,Proibição de tráfego,/Users/lucianodiisouza/Documents/projects/autocurso-2000/Banco Nacional de Questões.pdf
p1-m1-q362,1,1,"Placas, Cores e Caminhos",362,intermediario,Uma placa branca com texto curto como “USE O CINTO” indica:,,Mensagem educativa,Placas brancas reforçam comportamentos seguros.,Proibição,Risco imediato,Sentido obrigatório,/Users/lucianodiisouza/Documents/projects/autocurso-2000/Banco Nacional de Questões.pdf
p1-m1-q363,1,1,"Placas, Cores e Caminhos",363,intermediario,"Paula vê placa azul com símbolo de cadeira de rodas e uma seta. O que isso
indica?",DEF-01,Direção de ponto acessível,Acessibilidade é indicada por símbolo universal.,Proibição de parar,Risco de queda,Faixa exclusiva,/Users/lucianodiisouza/Documents/projects/autocurso-2000/Banco Nacional de Questões.pdf
p1-m1-q364,1,1,"Placas, Cores e Caminhos",364,dificil,Uma placa verde exibindo três cidades com distâncias diferentes organiza:,,A sequência de destinos ao longo da rota,Placas verdes funcionam como guias de navegação.,Ordens de parada obrigatória,Áreas escolares,Riscos múltiplos,/Users/lucianodiisouza/Documents/projects/autocurso-2000/Banco Nacional de Questões.pdf
p1-m1-q365,1,1,"Placas, Cores e Caminhos",365,dificil,Uma placa de indicação pode combinar palavras e símbolos. Qual a vantagem disso?,,Comunicação rápida e universal,Símbolos aceleram o entendimento.,Tornar a via mais bonita,Preencher espaço,Diminuir velocidade,/Users/lucianodiisouza/Documents/projects/autocurso-2000/Banco Nacional de Questões.pdf
p1-m1-q366,1,1,"Placas, Cores e Caminhos",366,dificil,"Em rodovia turística, placas marrons podem aparecer com frequência. Por quê?",,Indicam atrativos próximos ou zonas de interesse,Marrons guiam experiências de viagem.,Sinalizam perigo,Impõem regras,Indicam acessibilidade,/Users/lucianodiisouza/Documents/projects/autocurso-2000/Banco Nacional de Questões.pdf
